index,start,end,text
60,253.72,257.72,"Да, конечно, у меня есть запас времени, так что все будет."
61,257.72,262.72,"Ок, но в шаринской, всю техническую часть, бессмысленно рассказывать,"
62,262.72,265.72,"потому что это довольно долгие процессы, это за несколько часов,"
63,265.72,270.72,но основной функционал обязательно расскажу какие-то вспомогательные вещи тоже.
64,270.72,272.72,"Ок, поехали."
65,272.72,278.72,"Я думаю, что еще моим коллегой будут интересно услышать, возможно, разного рода,"
66,278.72,284.72,"специфичные функции, специфичные, я имею в виду, заточенные под специфику,"
67,284.72,287.72,"допустим, той же крипты, то есть, чтобы мы понимали, условно,"
68,287.72,291.72,некоторые о вашей утупе на рынке между всеми конфлиентами.
69,292.72,295.72,"Ок, хорошо."
70,295.72,303.72,"Ок, я тогда начну, если будет вопрос, перебивайте, задавайте, будем отвечать по мере поступления."
71,303.72,305.72,"Ок, поехали."
72,305.72,311.72,"Это Dashboard, здесь сохраняется некоторая метрика, которая касается ваших продлигов."
73,311.72,315.72,"Первая метрика — это профиты, то есть, систему умеет читать ваш профит,"
74,315.72,319.72,"это, по-моему, как для NPR-ка, более, потому что вы там знаете,"
75,319.72,323.72,"за сколько вы купили, за сколько вы продали, и собрайте информацию в аналитике,"
76,323.72,327.72,"как бы вам не нужно вести к сальтаблицу, отдельную для финансов."
77,327.72,331.72,"Активные оферы, оферы у нас называются потоки, в собственной говоря,"
78,331.72,336.72,"где вы соединяете, у кого вы купили, да, у ваших афилей, так вот, мастеров, поставщиков,"
79,336.72,344.72,"и кому вы продаете, брокером, нетворком, тем же, как будто еще не важно, не имеет значения, получатели."
80,345.72,348.72,"Активные, собственно говоря, ваши получатели, дисципенты,"
81,348.72,351.72,"и активные ваши поствочки, афилеты. Здесь метрика по регистрации,"
82,351.72,354.72,"это по каждому дню краткая информация, сколько было рядов,"
83,354.72,358.72,"какая конверсия, сколько было эквизишнеров, это FTT."
84,358.72,361.72,"И Dashboard по fraud-скорингу, он также имеется."
85,361.72,365.72,"Чуть позже объясню, что такое fraud-скоринг, как у нас работает он и так далее."
86,365.72,369.72,"Далее, папка лиды, здесь папка..."
87,369.72,377.72,"Вот там он настраивается и на депозиты, и на лиды по отдельности."
88,377.72,379.72,"Что, что именно?"
89,379.72,387.72,"Ну вот, income, profit, вот финансовая составляющая, она только депозиты учитывает, или..."
90,387.72,390.72,"И депозиты, и лиды."
91,390.72,395.72,"То есть, это можно разограничивать у вас на потоке, сейчас покажу."
92,395.72,399.72,"Когда вы оставляете прайсы, вы можете разограничивать благодаря сделкам."
93,399.72,402.72,"Сделки CPL, CPA или CERG."
94,402.72,406.72,И таким образом разограничивайте себе систему вашего профита.
95,406.72,411.72,"Более того, вы можете разограничивать еще и по странам, и по воронкам."
96,411.72,413.72,"То есть, чтобы их структурировали."
97,413.72,419.72,"Допустим, на этой стране одна цена, на другой стране будет другая цена и другая сделка, вообще."
98,419.72,422.72,Поэтому это все тоже регламентируется.
99,422.72,424.72,Вернемся к потокам.
100,424.72,427.72,"Не к потокам, а к папке лидов."
101,427.72,432.72,"Папка лиды, здесь сохраняется вся информация, которая касается ваших лидов."
102,432.72,439.72,"Вот, все информации, собственно говоря, которые передаются от ваших хофилитов к вашим респентам, получателям."
103,439.72,446.72,"Вот, здесь как раз-таки дополнительные фичи, которые помогут вам для того, чтобы наблюдать следами все окей или не окей."
104,446.72,450.72,"Первая фича, это source-detect."
105,450.72,455.72,"Система MNP по автологину умеет определять source, с которого поступают вам лиды."
106,455.72,465.72,"Браузер, это Telegram bot, это там Facebook, Instagram, Tablo, Google, YouTube, неважно, их много."
107,465.72,468.72,Это все определяется благодаря автологинам.
108,468.72,476.72,"Второй момент, на самом лиде есть понятное дело сохранения всей информации, user-agent, device."
109,476.72,486.72,"Также смотрим, есть ли дайпи, автологинный пи совпадает или нет, если не совпадает это подозрительная имитация автологина или использование пи."
110,486.72,489.72,"Но другая фича, которая вам поможет, это finger-pretergy."
111,489.72,493.72,Это цифровой печаток лида в сети.
112,493.72,500.72,"То есть, по факту, если вас хотят обмануть на автологине, то есть, симметировать, допустим, автологин,"
113,500.72,507.72,"так чтобы под видом живого трафика заходила холодка и оставляет регистрации с одного и того же устройства,"
114,507.72,510.72,"то есть, с одного телефона, с одного ноутбука, не важно."
115,510.72,519.72,"Это все видно, это все помещается цифровым отпечатком и показывается, сколько таких людей у вас есть с этим же цифровым отпечатком."
116,519.72,521.72,"То есть, с того устройства было оставлено регистрация."
117,521.72,529.72,"По факту, это прямой показатель того, что лиды, как бы, регистрируются с одного устройства, то есть, это имитация автологина."
118,530.72,534.72,"Там вопросов уже нет, идете напрямую к постачку и жалуйтесь."
119,534.72,536.72,Следами что можно делать?
120,536.72,543.72,"Следами можно делать разноумных вещей, такие как изменять статус, прайсы, заморозить статус,"
121,543.72,547.72,"познать, как то есть, добавить и втить, убрать и втить, и так далее, и так далее."
122,547.72,553.72,"Что да, вам полезно, с другой стороны будет, со стороны респиентов, то есть, те, кто у вас будет принимать ваш трафик."
123,553.72,555.72,Редактировать данные лидов можно?
124,555.72,557.72,Как? Как еще раз?
125,557.72,562.72,"Редактировать статусы, редактировать поля лидов?"
126,562.72,572.72,"Да, вы можете этот РСН через РСН делать, то есть, вы можете отправлять эти лиды, которые поступили к вам, в РСН,"
127,572.72,575.72,"и редактировать всю информацию, которую поступают."
128,575.72,580.72,"Но при этом вы должны понимать, что лид, который успеет, что дашу, что?"
129,580.72,583.72,"Он передправится как новая сущность, партнеру."
130,583.72,585.72,"Как новая лид, да."
131,586.72,593.72,"Как новая лид, то есть, по факту, при, допустим, ошибке, у вас с красным встретиться ошибка, то, что лид не зашел по причине какой-то,"
132,593.72,602.72,"вы можете зайти на этого лида, вот, и через РСН, изменить будь любую информацию, и поставить даже другого афилита,"
133,602.72,609.72,"даже дефолтного какого-то своего афилита выдумывало, то есть, несуществующего, и отправить на другой поток,"
134,609.72,617.72,"и таким образом, вы передправили лид, который уже будет как новый для другого висипента, для другого, собственно говоря, бренда,"
135,617.72,621.72,но при этом предыдущий афилит не получит никакой информации.
136,623.72,625.72,"Это все можно делать, да."
137,625.72,634.72,"Далее, что касается еще одной системы, которая поможет вам, в принципе, понять, шейвит ли вас, ваш партнер,"
138,634.72,639.72,"брокер, допустим, аминь, и нетворк на статусах."
139,639.72,646.72,"Мы это называем внутри анти-шейв статус, можно назвать как угодно, не имеет смысла загубляться, суть какая,"
140,646.72,654.72,"что статусы, они имеют какую-то логику проставления, то есть, они имеют логику какую-то, что, допустим, там,"
141,654.72,658.72,"ковбек, ковбек, там, гиппозит, или еще какой-то, не важно."
142,660.72,664.72,"Как это работает? Допустим, сегодня Ньюшко вот зашла, завтра это стало ковбек,"
143,664.72,671.72,"поскольку завтра ковбек-2, через 3 дня ковбек-4, и через 5 дней это становится вронг-лангвич."
144,673.72,680.72,"Что, понятно, дело уже как бы, поломанная логика, да, и как это так, был ковбек-ковбек, а тут он не говорит на этом языке."
145,681.72,687.72,"Ну, странно. Поэтому Эльноппи это видит и помечает это оранжевым цветом, как пандинг,"
146,687.72,692.72,"то есть, ожидает вашего ручного опрува о том, что вы соглашаете, что этот статус нормальный."
147,693.72,696.72,"Не заскамлено, типа, да?"
148,697.72,703.72,"Да, что вы проверили, и это точно все окей, потому что Эльноппи видит, что что-то случилось не так,"
149,703.72,710.72,"вы, допустим, выбираете на вашего респента, которого хотите через фильтр, и через фильтр статус-пайп-пандинг."
150,711.72,718.72,"И таким образом вы понимаете, сколько у вас следов, какие лиды поменяли логику, вот, вы нажимайте на лида и смотрите историю статусов,"
151,718.72,725.72,"которые у него было, и смотрите, все ли это окей или нет, если не окей, вы идете к своему партнеру и задаете вопрос,"
152,725.72,729.72,"спрашиваете уже там про звонки и так далее, и так далее."
153,729.72,738.72,"Вот, поэтому это тоже помогает, в принципе, не теряете время для того, чтобы посмотреть каждый элит, историю статусов и так далее."
154,739.72,740.72,Это тоже окей.
155,741.72,744.72,"Вот, что далее? Далее у вас есть вкладка Leads and Pull."
156,745.72,751.72,"Leads and Pull это отдельная вкладка от лиц для того, чтобы лиды, вы можете настроить лиды,"
157,751.72,759.72,"которые отбиваются от вашего брокератора, от нетборка вашего получателя, они отбиваются ошибкой, дублика, там-то еще,"
158,759.72,763.72,"они попадают к вам в Leads and Pull, то есть в одальную папку."
159,764.72,770.72,"И дальше вы эти лиды можете переодправить автоматически, то есть сделать Aeroscent, допустим,"
160,770.72,777.72,"что каждый 8 минут будет заходить более свежее по регистрации или более старой, на тот поток, который вы выберете."
161,777.72,784.72,"И лежит с рентжом, допустим, от двух минут до 20 минут, система сама выбирает рандомное какое-то число,"
162,784.72,787.72,"какое-то цифру, по которой отправляют эти лиды."
163,787.72,798.72,"Каждый раз цифра меняется, то есть по факту она берет, допустим, в 421 отправил один вид, потом через 718 отправил другой лиц и так далее."
164,799.72,805.72,"И вы это все настроили и пошли заниматься более важными делами, как бы своими, оно все работает автоматизированно."
165,805.72,811.72,"Можно импортировать лиды внутрь системы, то есть есть экспорт, это понятно, но есть и импорт."
166,811.72,817.72,"Если вы закупаете какой-то трафик, допустим, в Excel файлов, да и хотите его там перенаправить автоматом,"
167,817.72,826.72,"вы можете его загрузить файлом сюда, он попадет в Leads and Pull, и так же самое вы автоматически его рассендите туда, куда нужно."
168,827.72,833.72,"Вот, вы можете это все загрузить, настройка, допустим, на выходных, выбрать дату, допустим,"
169,833.72,840.72,"с понедельника, с такого-то времени начнется range, допустим, за 2 минуты по 1 часу."
170,841.72,844.72,Настроили и пошли заниматься более важными делами.
171,845.72,852.72,"По поводу интеграции. Интеграция, понятное дело, вещь важная, и вещь важная не в том плане, чтобы это все было правильно,"
172,852.72,855.72,"это само собой, а в том, чтобы это было все быстро."
173,856.72,863.72,"И быстро, как раз таки в Ильнопии, это окей, потому что здесь происходит интеграция в основном до 30 секунд."
174,864.72,871.72,"Как это работает? Есть кнопочка и дню, в любой папке она всегда находится в одном месте, это для удобства, для интуитивного понятия."
175,872.72,880.72,"Если мы нажимаем кнопочку и дню, что происходит? Вы просто выбираете, допустим, имя вашего будущего поставщика,"
176,880.72,890.72,"его email, это может быть выдуманный, вот, допустим, вот так, выбираете domain, ваш, генерируйте пароль."
177,892.72,897.72,"На этом интеграция завершена. Что такое? Есть уже такое, наверное."
178,900.72,904.72,"Вот, и вы эту информацию просто копируете и отдаете вашему афилету."
179,904.72,911.72,"То есть в вашем случае это если buying, то это ваш медиабайер, есть это network, вашему поставщику, то есть вашему партнеру."
180,912.72,921.72,"Копируете, отдаете, интеграция завершена. Далее идут более технические моменты, настройка linkgroup, link.id и так далее."
181,921.72,928.72,"Это техника, это, если в этом углубляться, это, опять-таки, может уйти в ульмовремени, вот."
182,928.72,937.72,"Но там есть свои фичи, которые могут быть полезными, такие как, допустим, linkgroup, вы можете объединять ваших афилетов как в одну тему."
183,938.72,942.72,"То есть для чего это нужно? Допустим, яркий простой пример."
184,942.72,949.72,У вас есть 5 афилетов и 5 респитентов поучателем.
185,949.72,953.72,"Так вот, каждый из афилетов льет на каждого из респитов."
186,953.72,959.72,"По факту, один афилет льет на респитон номер 1, на респитон номер 2, на респитон номер 3."
187,960.72,965.72,"И таким образом вам нужно 25 потоков, потому что 5 афилетов, 5 респитов, 25 потоков."
188,965.72,972.72,"Их всех как бы менеджить, просматривать за ними и выставлять им какие-то лимиты и так далее."
189,972.72,974.72,"Это уймовремени, это бесполезная вещь."
190,975.72,981.72,"Вместо этого, вы можете создать линк к группу и объединить ваших афилетов через эту линк-группу,"
191,981.72,986.72,"как в одну тему. И таким образом, у вас будет 5 афилетов в одной группе."
192,986.72,990.72,"И вам нужно создать уже не 25 потоков, а всего лишь 5."
193,990.72,994.72,"5 создали, их распихали, допустим, там по странам."
194,994.72,999.72,"И в процентном соотношении вы уже регулируете себе потоки, куда, сколько должно зайти."
195,1001.72,1003.72,"Тут понятно, все окей?"
196,1004.72,1005.72,Угу.
197,1005.72,1008.72,Гот. Поехали дальше.
198,1008.72,1012.72,Респитанты. Интеграция с вашими будущими получателями.
199,1012.72,1018.72,"Тоже самое, кнопочка и дню всегда в одном месте. Называем как угодно."
200,1018.72,1020.72,И выбирайте тип сирам.
201,1021.72,1027.72,"Здесь, не знаю уже сколько, даже более двухста, по-моему, типов сирам разных."
202,1027.72,1030.72,Они в шабонной системе находятся.
203,1030.72,1036.72,"То есть, если они в шабонной системе, то, соответственно, все в шабонную."
204,1036.72,1042.72,"То есть, вы выбираете тип сирам и контрол ц, контрол ва, те значения, которые вам отправляют в ваш будущий партнер."
205,1042.72,1044.72,Интеграция на этом завершена.
206,1044.72,1046.72,Вам не нужно ничего более делать.
207,1046.72,1048.72,Далее вы интегрируете.
208,1048.72,1051.72,"Не интегрируете, а вы уже создали интеграцию вашего получателя."
209,1051.72,1053.72,Ранее было у вас интеграция афилета.
210,1053.72,1055.72,И вы создаете просто поток.
211,1055.72,1057.72,Настраивайте уже более корректную работу.
212,1058.72,1060.72,Что здесь происходит?
213,1060.72,1063.72,"Здесь как раз происходит магия, где вы регулируете весь процесс."
214,1063.72,1065.72,И регулируете его правильно.
215,1065.72,1067.72,Каким образом?
216,1067.72,1076.72,"Допустим, если мы говорим про имя, вы выбираете, то есть, респианта, вы выбираете своих афилетов, вы нажимаете имя."
217,1076.72,1080.72,"Дальше стандартная процедура, это Daily Limits, Total Limits, сколько там?"
218,1080.72,1082.72,В за день должна зайти рядов.
219,1082.72,1087.72,И далее идет более углевенная процедура настройки поток.
220,1087.72,1089.72,Что здесь происходит?
221,1089.72,1092.72,Здесь происходит уже настройка параметров.
222,1092.72,1095.72,"То есть, вы что-то можете разрешать, а что-то можете запрещать."
223,1095.72,1100.72,"Допустим, вы разрешаете там страну какую-то вот эту."
224,1100.72,1103.72,Заходит только эта страна.
225,1103.72,1106.72,"В точности, наоборот, работает блок."
226,1106.72,1112.72,"Допустим, не нужна эта страна, вы заходите со страной, кроме этой."
227,1112.72,1115.72,"Итак, работает со всеми параметами."
228,1115.72,1124.72,"Странные, сорсы, воронки, компании, если передает афилет, языки, UTM-сорсы."
229,1124.72,1126.72,Что далее?
230,1126.72,1131.72,"Можно подик эквизишн ставить, это как называют holdFTD."
231,1131.72,1135.72,HoldFTD у нас от 60 минут до 1 года.
232,1135.72,1140.72,"В факту все FTD, которые будут приходить на этом потоке, они будут в холоде."
233,1140.72,1146.72,"То есть, афилету не передается до момента, пока вы их не опровнете или не задеквальнете."
234,1146.72,1150.72,"То есть, либо вы даёте добро для того, чтобы афилет увидел этот FTD,"
235,1150.72,1154.72,"либо вы отклоняете этот FTD, афилет его не видит."
236,1154.72,1157.72,Дальше.
237,1157.72,1160.72,Можно заморозить статус на эквизишне.
238,1160.72,1162.72,Что это такое?
239,1162.72,1167.72,Это сохраняется статус для афилета предыдущей переда FTD.
240,1167.72,1170.72,"То есть, допустим, был new, callback, callback2, callback3,"
241,1170.72,1173.72,и после callback3 приходит FTD.
242,1173.72,1179.72,"Так вот, если приходит FTD, то callback3 это будет последний статус, который видел афилет."
243,1179.72,1182.72,Следующие статусы не будут показаны.
244,1182.72,1186.72,"То есть, этот статус он заморожен для афилета."
245,1186.72,1188.72,И CRLimit.
246,1188.72,1190.72,"Это вещь, когда вы работаете по CRG."
247,1190.72,1192.72,"Знаете, что такое CRG сделки?"
248,1192.72,1194.72,Гуд.
249,1194.72,1196.72,CRLimit – это CRG сделка.
250,1196.72,1201.72,"То есть, по факту, вы на потоке можете настраивать CRLimit, как это работает."
251,1201.72,1204.72,"Вы нажимаете 1 CRLimit, у вас происходит,"
252,1204.72,1206.72,"допустим, что сделка 15%,"
253,1206.72,1209.72,вы не хотите больше 15% отдавать вашему афилету.
254,1209.72,1211.72,"Пожалуйста, указывайте 15%,"
255,1211.72,1216.72,"оказывайте за какой период, за недельный, двухнедельный, либо месячный,"
256,1216.72,1218.72,"допустим, недельный, выбирайте дату,"
257,1218.72,1220.72,откуда это будет сделка начинаться.
258,1220.72,1222.72,И нажимайте CRLimit.
259,1222.72,1225.72,"С этого момента, как наступила эта дата,"
260,1225.72,1228.72,"система InnoPy считает проценты,"
261,1228.72,1232.72,"которые приходят по конверсии от вашего респента,"
262,1232.72,1237.72,"если конверсия наступила 15%,"
263,1237.72,1240.72,"и перешагнула эти 15%, вот все, что выше,"
264,1240.72,1242.72,она не будет передаваться просто.
265,1242.72,1245.72,Это все лимитируется.
266,1245.72,1249.72,"Прайсы здесь на воронке, на офере, извиняюсь,"
267,1249.72,1251.72,"на офере, то есть на потоке,"
268,1251.72,1253.72,"вы можете указывать как раз такие прайсы,"
269,1253.72,1255.72,"допустим, для метворка это супер полезная вещь,"
270,1255.72,1259.72,"вам не нужно вести Excel в файлы, какие-то или еще чего-то."
271,1259.72,1263.72,"Вы указываете, допустим, 80 купили, 120 продали,"
272,1263.72,1266.72,"типа сделки CPL, настроили,"
273,1266.72,1268.72,"допустим, что это страна какая-то,"
274,1268.72,1270.72,"может быть, страной как угодно,"
275,1270.72,1274.72,по такой-то воронке будет считаться такая-то сумма.
276,1274.72,1278.72,"Еще один прайс, допустим, CPL, настроили,"
277,1278.72,1280.72,"и таким образом у вас в аналитике,"
278,1280.72,1283.72,"чуть позже покажу, настраивается это все,"
279,1283.72,1285.72,"и аналитика считает уже ваш профит,"
280,1285.72,1287.72,"и вы потом просто это все в аналитике,"
281,1287.72,1290.72,"как бы видите, кто, сколько, где заработал."
282,1290.72,1294.72,Subtitutes это замена.
283,1294.72,1295.72,Замена чего?
284,1295.72,1296.72,"Замена любого параметра,"
285,1296.72,1299.72,которую вы передаете вашему респенту
286,1299.72,1301.72,"от вашего афилита, то есть по факту,"
287,1301.72,1303.72,"название воронки, там, язык какой-то,"
288,1303.72,1307.72,"Source, UTM какие-то, да, или то же самое,"
289,1307.72,1309.72,"Demand, по факту, допустим,"
290,1309.72,1311.72,"вам нужно заменить воронку,"
291,1311.72,1312.72,почему нужно заменить?
292,1312.72,1314.72,"Потому что, допустим,"
293,1314.72,1319.72,"ваш афилит передает название вот такое,"
294,1319.72,1325.72,"sorry, или там, другое, не знаю,"
295,1325.72,1327.72,"допустим, FB, или Binance."
296,1327.72,1330.72,"Вы заменяете на тот, который у вас есть,"
297,1330.72,1334.72,"допустим, да, или свой придумаете своим названием."
298,1334.72,1336.72,"То есть, свое название придумали,"
299,1336.72,1340.72,с этого момента воронка с таким названием
300,1340.72,1343.72,"будет заходить вот так к вашему получателю,"
301,1343.72,1346.72,"с тем названием, которое вы придумали."
302,1346.72,1349.72,"И таким образом, вы можете играться"
303,1349.72,1351.72,"с любым параметром, который вы выберете."
304,1351.72,1358.72,"Schedule это стандартная настройка времени потока,"
305,1358.72,1360.72,"то есть, когда он включается,"
306,1360.72,1362.72,"включается автоматом, да, чтобы вы,"
307,1362.72,1364.72,"где вы не сидели,"
308,1364.72,1366.72,"вы ручную эту все не нажимали,"
309,1366.72,1370.72,но это стандартная вещь.
310,1370.72,1372.72,"Нестандартная, это кнопочка Overnight."
311,1372.72,1374.72,"Overnight, это кнопка,"
312,1374.72,1377.72,которая позволяет вам работать в ночном графике
313,1377.72,1379.72,в соотношении к вашему джимке.
314,1379.72,1381.72,"То есть, по факту, если у вас есть"
315,1381.72,1383.72,"ночной трафик какой-то, да,"
316,1383.72,1385.72,"и вы хотите, чтобы он корректно работал,"
317,1385.72,1387.72,"не отливался ошибками, потому что"
318,1387.72,1390.72,"настройки обычного графика, это будет отбиваться ошибками."
319,1390.72,1392.72,"Что у вас понедельник заканчивается,"
320,1392.72,1394.72,"начинается в торник здесь, здесь, по идее,"
321,1394.72,1398.72,23.55 он закроется и должен открыться в 0.05.
322,1398.72,1402.72,"Так вот, за этот промежуток времени полетят ошибки,"
323,1402.72,1404.72,"полетит все, что угодно,"
324,1404.72,1406.72,"может там система забочить вас,"
325,1406.72,1408.72,"система вашего брокера, да,"
326,1408.72,1411.72,потому что вы там в шлете постоянно ошибки и так далее.
327,1411.72,1413.72,"Поэтому есть кнопочка Overnight,"
328,1413.72,1416.72,"пожалуйста, есть понедельника на вторник,"
329,1416.72,1418.72,на среду и так далее.
330,1418.72,1420.72,"То есть, по факту, у вас просто рабочая схема,"
331,1420.72,1423.72,которая не прекращает поставку трафика
332,1423.72,1425.72,и все работает автоматизированно.
333,1427.72,1429.72,"Не запутал, все good?"
334,1429.72,1431.72,"Да, да, да, все отлично."
335,1431.72,1433.72,Ок.
336,1433.72,1435.72,Поехали.
337,1435.72,1436.72,"Далее, юзеры."
338,1436.72,1439.72,"Юзеры в системе нлобби нет ограничений по их количеству,"
339,1439.72,1441.72,что здесь.
340,1441.72,1443.72,"Здесь, кроме SuperAdmin,"
341,1443.72,1446.72,"есть полная права и доступ к всей информации,"
342,1446.72,1447.72,которую у вас будет.
343,1447.72,1450.72,"Вы также можете создавать обминов либо менеджеров,"
344,1450.72,1453.72,и вы менеджерами можете давать какие-то перемешивания.
345,1454.72,1457.72,"То есть, по факту, вы даете менеджеру то,"
346,1457.72,1459.72,"что он должен там, допустим, видеть,"
347,1459.72,1461.72,"редактировать, добавлять,"
348,1461.72,1463.72,удалять системами.
349,1463.72,1466.72,"Все, что вы видите в нлобби, это все кликадем."
350,1466.72,1469.72,"Если мы сейчас, допустим, зайдем на этого менеджера,"
351,1469.72,1471.72,можете зайти сразу со своего лоббина
352,1471.72,1473.72,"и посмотреть, что у него ничего нет."
353,1473.72,1476.72,Потому что ни одного перемиши на него нет.
354,1477.72,1481.72,"При этом, если вы заходите обратно на своего менеджера"
355,1481.72,1483.72,"и даете какое-то перемиши, он у него появляется."
356,1483.72,1485.72,"Соответственно, появляется какая-то вкладка,"
357,1485.72,1487.72,какая-то возможность и так далее.
358,1487.72,1490.72,"То есть, вы настраиваете, каких поставщиков он видит,"
359,1490.72,1492.72,"каких клиентов он видит,"
360,1492.72,1495.72,"какие, допустим, потоки он регулирует и видит тоже, да."
361,1495.72,1499.72,"Путь до IP-шника, то есть вы можете заводить сети мой IP,"
362,1499.72,1501.72,"и вам будет заходить только с того IP,"
363,1501.72,1504.72,которую вы укажете в свой личный кабинет.
364,1504.72,1506.72,"Профайли вы также будете видеть,"
365,1506.72,1510.72,"откуда логин будет происходить в этот личный кабинет,"
366,1510.72,1514.72,"чтобы правильно понимали, кто заходит, откуда заходит и так далее."
367,1514.72,1517.72,"Вся информация логируется так же, поэтому"
368,1517.72,1522.72,"скрыть что-то, какое-то действие нереально от ваших глаз."
369,1523.72,1524.72,Аналитика.
370,1524.72,1527.72,"Здесь system report, это простая аналитика."
371,1527.72,1531.72,"Вот она, как и для network, отраги для bind, для полезно."
372,1531.72,1534.72,"Здесь, собственно говоря, благодаря фильтрации"
373,1534.72,1538.72,"по каждому или из поставщиков, по потокам или по вашим респентам,"
374,1538.72,1542.72,"вы можете смотреть аналитику, да, выбрать, допустим, того же менеджера"
375,1542.72,1546.72,"и посмотреть, что он там работал с такими-то афилитами, да,"
376,1546.72,1548.72,и какой у него профит.
377,1548.72,1552.72,"Да, здесь как раз таки указывается, помимо менеджера,"
378,1552.72,1555.72,"указывается, давайте так сделаем,"
379,1555.72,1558.72,"указывается вся информация, которая есть,"
380,1558.72,1561.72,"и здесь вы можете как раз таки наблюдать вместо Excel,"
381,1561.72,1564.72,"файла, да, сколько вы заработали на той или иной сделке."
382,1564.72,1568.72,"То есть здесь указано, понятно, делай какой тайк, да,"
383,1568.72,1572.72,"сколько там buy price, sell price и какой профит вы с этого сделали."
384,1572.72,1575.72,Помимо обычных стандартных аналитиков.
385,1576.72,1578.72,Аналитика по воронкам есть.
386,1578.72,1580.72,"По воронкам здесь это больше как раз таки для bind,"
387,1580.72,1583.72,"для полезного, потому что он понимает и корректирует"
388,1583.72,1585.72,"свой пролив благодаря этому,"
389,1585.72,1589.72,"он понимает, какие воронки где больше конвертят,"
390,1589.72,1593.72,"то есть такой-то buyer льет, такую-то, допустим, воронку"
391,1593.72,1596.72,"на такого-то клиента, и сколько у него-то было."
392,1596.72,1599.72,"Ледов, валидных, невалидных, какой процент, конверсии и так далее."
