index,start,end,text
211,1223.0,1234.0,We will do like they will do with you and send you a link to put information of your company whatever you want you know for the contract the digital contract.
212,1234.0,1240.0,Then you pay the setup fee and then we open for you a group with the support.
213,1240.0,1245.0,And this is the group that you work all the time.
214,1245.0,1249.0,You will need only to buy three domains.
215,1249.0,1265.0,"Okay, they will tell you the team will tell you but three domains one domain is the domain of the network for where you log in your your partners will log in and everything one domain for auto log in and one domain for API."
216,1265.0,1269.0,"Okay, so they will tell you to buy these three domains."
217,1269.0,1279.0,"Once you buy the domains, a one hour two hours you have the system up and then you just need to start integration."
218,1279.0,1280.0,Okay.
219,1280.0,1283.0,Understand.
220,1283.0,1289.0,"Okay, so whenever you very mind that the."
221,1289.0,1299.0,"Tomorrow and Sunday they said the team is not working, but I'm available I can send you if you will want the link to fill all the details."
222,1299.0,1304.0,"Oh, you know, when Monday morning they will set you up the system."
223,1304.0,1308.0,"Or if you want, you know, whenever you want to tell me I will know rush."
224,1308.0,1309.0,Okay.
225,1309.0,1310.0,Okay.
226,1310.0,1311.0,Thank you.
227,1311.0,1319.0,And also other systems and talking with team and making decision about the system.
228,1319.0,1321.0,"Okay, very, very, very nice."
229,1321.0,1323.0,Keep you keep you informed.
230,1323.0,1324.0,Okay.
231,1324.0,1325.0,Okay.
232,1325.0,1326.0,Thank you very much.
233,1326.0,1327.0,Thank you.
234,1327.0,1328.0,Thank you.
235,1328.0,1330.0,Any question you can send me a message.
236,1330.0,1331.0,Okay.
237,1331.0,1332.0,Yes.
238,1332.0,1333.0,Yes.
239,1333.0,1334.0,Thank you.
240,1334.0,1335.0,Have a nice day.
241,1335.0,1336.0,Thank you.
