index,filename,timestamp_seconds,segment_index,segment_start,segment_end,segment_text,visual_group,is_representative,representative_filename,group_size,group_start_seconds,group_end_seconds
17,frame_000060.jpg,42.5,3,42.0,48.0,"Всем в сборе, правильно понимаю?",17,True,frame_000060.jpg,3,147.5,152.5
18,frame_000063.jpg,45.0,3,42.0,48.0,"Всем в сборе, правильно понимаю?",18,True,frame_000063.jpg,4,155.0,162.5
19,frame_000067.jpg,47.5,3,42.0,48.0,"Всем в сборе, правильно понимаю?",19,True,frame_000067.jpg,1,165.0,165.0
20,frame_000068.jpg,50.0,4,48.0,50.0,"Да, с нашей стороны всем.",20,True,frame_000068.jpg,2,167.5,170.0
21,frame_000070.jpg,52.5,6,51.0,54.0,"Окей, меня Стас зовут, я продакт-менеджер.",21,True,frame_000070.jpg,1,172.5,172.5
22,frame_000071.jpg,55.0,7,54.0,56.0,Вам сегодня буду проводить презентацию.,22,True,frame_000071.jpg,1,175.0,175.0
23,frame_000072.jpg,57.5,8,56.0,59.0,"Подскажите, как вам могу обращаться Никита и...",23,True,frame_000072.jpg,4,177.5,185.0
24,frame_000076.jpg,60.0,9,59.0,60.0,Денис.,24,True,frame_000076.jpg,1,187.5,187.5
25,frame_000077.jpg,62.5,11,62.0,66.0,"Смотрите, я ознакомился с вашим запросом от СЛА.",25,True,frame_000077.jpg,3,190.0,195.0
26,frame_000080.jpg,65.0,11,62.0,66.0,"Смотрите, я ознакомился с вашим запросом от СЛА.",26,True,frame_000080.jpg,1,197.5,197.5
27,frame_000081.jpg,67.5,12,66.0,69.0,"Он сказал, что у вас несколько проектов,",27,True,frame_000081.jpg,1,200.0,200.0
28,frame_000082.jpg,70.0,13,69.0,72.0,"Байнг-нетворк, вам нужен контроль, аналитика.",28,True,frame_000082.jpg,1,202.5,202.5
29,frame_000083.jpg,72.5,14,72.0,78.0,"Скажите, я могу вам многое очень про систему рассказать,",29,True,frame_000083.jpg,30,205.0,277.5
30,frame_000113.jpg,75.0,14,72.0,78.0,"Скажите, я могу вам многое очень про систему рассказать,",30,True,frame_000113.jpg,5,280.0,290.0
31,frame_000118.jpg,77.5,14,72.0,78.0,"Скажите, я могу вам многое очень про систему рассказать,",31,True,frame_000118.jpg,1,292.5,292.5
32,frame_000119.jpg,80.0,15,78.0,82.0,"могу много чего показать, но об этом можно и три часа говорить,",32,True,frame_000119.jpg,1,295.0,295.0
33,frame_000120.jpg,82.5,16,82.0,86.0,"поэтому хотелось бы в целях экономии вашего времени,",33,True,frame_000120.jpg,1,297.5,297.5
34,frame_000121.jpg,85.0,16,82.0,86.0,"поэтому хотелось бы в целях экономии вашего времени,",34,True,frame_000121.jpg,4,300.0,307.5
35,frame_000125.jpg,87.5,17,86.0,89.0,"вы дали какой-то запрос, по которому мы сегодня прошлись,",35,True,frame_000125.jpg,2,310.0,312.5
36,frame_000127.jpg,90.0,18,89.0,92.0,"и на первый звонок обсудили определенные вещи,",36,True,frame_000127.jpg,29,315.0,385.0
37,frame_000156.jpg,92.5,19,92.0,95.0,которые вас в первую очередь интересуют.,37,True,frame_000156.jpg,1,387.5,387.5
38,frame_000157.jpg,95.0,19,92.0,95.0,которые вас в первую очередь интересуют.,38,True,frame_000157.jpg,2,390.0,392.5
39,frame_000159.jpg,97.5,20,95.0,102.0,"Да, нам хотелось бы понять, ну, кратко, базовый функционал,",39,True,frame_000159.jpg,1,395.0,395.0
40,frame_000160.jpg,100.0,20,95.0,102.0,"Да, нам хотелось бы понять, ну, кратко, базовый функционал,",40,True,frame_000160.jpg,6,397.5,410.0
41,frame_000166.jpg,102.5,21,102.0,107.0,"как он у вас реализован, как бы у нас есть понимание базового функционала,",41,True,frame_000166.jpg,9,412.5,432.5
42,frame_000175.jpg,105.0,21,102.0,107.0,"как он у вас реализован, как бы у нас есть понимание базового функционала,",42,True,frame_000175.jpg,1,435.0,435.0
43,frame_000176.jpg,107.5,22,107.0,113.0,"но он у всех реализован по-разному, то есть функция одна,",43,True,frame_000176.jpg,1,437.5,437.5
44,frame_000177.jpg,110.0,22,107.0,113.0,"но он у всех реализован по-разному, то есть функция одна,",44,True,frame_000177.jpg,1,440.0,440.0
45,frame_000178.jpg,112.5,22,107.0,113.0,"но он у всех реализован по-разному, то есть функция одна,",45,True,frame_000178.jpg,1,442.5,442.5
46,frame_000179.jpg,115.0,23,113.0,116.0,"у кого-то две кнопки нажать, у кого-то три,",46,True,frame_000179.jpg,4,445.0,452.5
47,frame_000183.jpg,117.5,24,116.0,121.0,"ну, то есть это тоже своего рода, темизация времени.",47,True,frame_000183.jpg,1,455.0,455.0
48,frame_000184.jpg,120.0,24,116.0,121.0,"ну, то есть это тоже своего рода, темизация времени.",48,True,frame_000184.jpg,1,457.5,457.5
49,frame_000185.jpg,122.5,25,121.0,129.0,"И интересует момент по аналитическим моментам,",49,True,frame_000185.jpg,1,460.0,460.0
50,frame_000186.jpg,125.0,25,121.0,129.0,"И интересует момент по аналитическим моментам,",50,True,frame_000186.jpg,3,462.5,467.5
51,frame_000189.jpg,127.5,25,121.0,129.0,"И интересует момент по аналитическим моментам,",51,True,frame_000189.jpg,1,470.0,470.0
52,frame_000190.jpg,130.0,26,129.0,134.0,"что можно выстраивать, что можно анализировать.",52,True,frame_000190.jpg,8,472.5,490.0
53,frame_000198.jpg,132.5,26,129.0,134.0,"что можно выстраивать, что можно анализировать.",53,True,frame_000198.jpg,1,492.5,492.5
54,frame_000199.jpg,135.0,27,134.0,141.0,"Также важен момент по фраудскорингу,",54,True,frame_000199.jpg,1,495.0,495.0
55,frame_000200.jpg,137.5,27,134.0,141.0,"Также важен момент по фраудскорингу,",55,True,frame_000200.jpg,1,497.5,497.5
56,frame_000201.jpg,140.0,27,134.0,141.0,"Также важен момент по фраудскорингу,",56,True,frame_000201.jpg,5,500.0,510.0
57,frame_000206.jpg,142.5,28,141.0,145.0,для проекта сетки.,57,True,frame_000206.jpg,1,512.5,512.5
58,frame_000207.jpg,145.0,28,141.0,145.0,для проекта сетки.,58,True,frame_000207.jpg,2,515.0,517.5
59,frame_000209.jpg,147.5,29,145.0,153.0,А по проекту Байнгел еще интересен инжектор.,59,True,frame_000209.jpg,3,520.0,525.0
60,frame_000212.jpg,150.0,29,145.0,153.0,А по проекту Байнгел еще интересен инжектор.,60,True,frame_000212.jpg,1,527.5,527.5
61,frame_000213.jpg,152.5,29,145.0,153.0,А по проекту Байнгел еще интересен инжектор.,61,True,frame_000213.jpg,1,530.0,530.0
62,frame_000214.jpg,155.0,30,153.0,158.0,"Хорошо, давайте тогда идти по вашим вопросам,",62,True,frame_000214.jpg,1,532.5,532.5
63,frame_000215.jpg,157.5,30,153.0,158.0,"Хорошо, давайте тогда идти по вашим вопросам,",63,True,frame_000215.jpg,1,535.0,535.0
64,frame_000216.jpg,160.0,31,158.0,161.0,"подскажите, с какими системами у вас был опыт,",64,True,frame_000216.jpg,3,537.5,542.5
65,frame_000219.jpg,162.5,32,161.0,165.0,"на чем сейчас работаете, с чего собираетесь переходить?",65,True,frame_000219.jpg,1,545.0,545.0
66,frame_000220.jpg,165.0,32,161.0,165.0,"на чем сейчас работаете, с чего собираетесь переходить?",66,True,frame_000220.jpg,1,547.5,547.5
67,frame_000221.jpg,167.5,33,165.0,169.0,"Сейчас мы с чем не работаем, это новый проект.",67,True,frame_000221.jpg,6,550.0,562.5
68,frame_000227.jpg,170.0,34,169.0,173.0,Опыт был у нас с Айрегом.,68,True,frame_000227.jpg,3,565.0,570.0
69,frame_000230.jpg,172.5,34,169.0,173.0,Опыт был у нас с Айрегом.,69,True,frame_000230.jpg,1,572.5,572.5
70,frame_000231.jpg,175.0,35,173.0,179.0,"А правильно понимаете, если вы альтернативу ищите,",70,True,frame_000231.jpg,1,575.0,575.0
71,frame_000232.jpg,177.5,35,173.0,179.0,"А правильно понимаете, если вы альтернативу ищите,",71,True,frame_000232.jpg,1,577.5,577.5
72,frame_000233.jpg,180.0,36,179.0,181.0,"у вас в прошлой системе что-то не устраивало,",72,True,frame_000233.jpg,1,580.0,580.0
73,frame_000234.jpg,182.5,37,181.0,184.0,"можете проговорить, что, чтобы я тоже понимал,",73,True,frame_000234.jpg,1,582.5,582.5
74,frame_000235.jpg,185.0,38,184.0,187.0,на чем акцент сделать нашей?,74,True,frame_000235.jpg,4,585.0,592.5
75,frame_000239.jpg,187.5,39,187.0,191.0,"Скорее не то, что не устраивало,",75,True,frame_000239.jpg,1,595.0,595.0
76,frame_000240.jpg,190.0,39,187.0,191.0,"Скорее не то, что не устраивало,",76,True,frame_000240.jpg,1,597.5,597.5
77,frame_000241.jpg,192.5,40,191.0,198.0,а появилось за последнее время очень много CRM-систем,77,True,frame_000241.jpg,1,600.0,600.0
78,frame_000242.jpg,195.0,40,191.0,198.0,а появилось за последнее время очень много CRM-систем,78,True,frame_000242.jpg,1,602.5,602.5
79,frame_000243.jpg,197.5,40,191.0,198.0,а появилось за последнее время очень много CRM-систем,79,True,frame_000243.jpg,14,605.0,637.5
80,frame_000257.jpg,200.0,41,198.0,202.0,"и достаточно удобных подпочтений,",80,True,frame_000257.jpg,1,640.0,640.0
81,frame_000258.jpg,202.5,42,202.0,208.0,которые увидели у наших друзей.,81,True,frame_000258.jpg,11,642.5,667.5
82,frame_000269.jpg,205.0,42,202.0,208.0,которые увидели у наших друзей.,82,True,frame_000269.jpg,2,670.0,672.5
83,frame_000271.jpg,207.5,42,202.0,208.0,которые увидели у наших друзей.,83,True,frame_000271.jpg,2,675.0,677.5
84,frame_000273.jpg,210.0,43,208.0,211.0,"Вам порекомендовали нашу систему, друзья?",84,True,frame_000273.jpg,2,680.0,682.5
85,frame_000275.jpg,212.5,44,211.0,214.0,"Нет, не конкретно вашу.",85,True,frame_000275.jpg,8,685.0,702.5
86,frame_000283.jpg,215.0,45,214.0,218.0,"Мы смотрели альтер-CPA, как реализовано,",86,True,frame_000283.jpg,1,705.0,705.0
87,frame_000284.jpg,217.5,45,214.0,218.0,"Мы смотрели альтер-CPA, как реализовано,",87,True,frame_000284.jpg,2,707.5,710.0
88,frame_000286.jpg,220.0,46,218.0,222.0,"и поняли, что функции сейчас достаточно много,",88,True,frame_000286.jpg,29,712.5,782.5
89,frame_000315.jpg,222.5,47,222.0,225.0,но могут поглубить.,89,True,frame_000315.jpg,7,785.0,800.0
90,frame_000322.jpg,225.0,47,222.0,225.0,но могут поглубить.,90,True,frame_000322.jpg,8,802.5,820.0
91,frame_000330.jpg,227.5,48,225.0,229.0,"Мы не совсем новая система,",91,True,frame_000330.jpg,4,822.5,830.0
92,frame_000334.jpg,230.0,49,229.0,233.0,"мы на рынке уже 4 года, в принципе, в Crypto FX",92,True,frame_000334.jpg,1,832.5,832.5
93,frame_000335.jpg,232.5,49,229.0,233.0,"мы на рынке уже 4 года, в принципе, в Crypto FX",93,True,frame_000335.jpg,1,835.0,835.0
94,frame_000336.jpg,235.0,50,233.0,237.0,"мы наслухали достаточно, в том же афилляции.",94,True,frame_000336.jpg,4,837.5,845.0
95,frame_000340.jpg,237.5,51,237.0,241.0,"Я уверен, вы нас как бы неотнократно слышали только позитивные отзывы.",95,True,frame_000340.jpg,4,847.5,855.0
96,frame_000344.jpg,240.0,51,237.0,241.0,"Я уверен, вы нас как бы неотнократно слышали только позитивные отзывы.",96,True,frame_000344.jpg,1,857.5,857.5
97,frame_000345.jpg,242.5,52,241.0,247.0,"Я вам расшарил экран, вы видите, сейчас мой экран.",97,True,frame_000345.jpg,22,860.0,912.5
98,frame_000367.jpg,245.0,52,241.0,247.0,"Я вам расшарил экран, вы видите, сейчас мой экран.",98,True,frame_000367.jpg,24,915.0,972.5
99,frame_000391.jpg,247.5,53,247.0,250.0,"Давайте начнем с первого вопроса,",99,True,frame_000391.jpg,3,975.0,980.0
100,frame_000394.jpg,250.0,53,247.0,250.0,"Давайте начнем с первого вопроса,",100,True,frame_000394.jpg,1,982.5,982.5
101,frame_000395.jpg,252.5,54,250.0,254.0,"он у вас был первый, это что можно анализировать в системе,",101,True,frame_000395.jpg,1,985.0,985.0
102,frame_000396.jpg,255.0,55,254.0,258.0,"можно следующей метрике, это базово,",102,True,frame_000396.jpg,2,987.5,990.0
103,frame_000398.jpg,257.5,55,254.0,258.0,"можно следующей метрике, это базово,",103,True,frame_000398.jpg,1,992.5,992.5
104,frame_000399.jpg,260.0,56,258.0,262.0,"что-то было отправлено ледов, сколько из них депозитов.",104,True,frame_000399.jpg,1,995.0,995.0
105,frame_000400.jpg,262.5,57,262.0,265.0,"Новых ледов, это имеется в виду те леды,",105,True,frame_000400.jpg,1,997.5,997.5
106,frame_000401.jpg,265.0,57,262.0,265.0,"Новых ледов, это имеется в виду те леды,",106,True,frame_000401.jpg,1,1000.0,1000.0
107,frame_000402.jpg,267.5,58,265.0,268.0,"которые на бренды еще не отправились,",107,True,frame_000402.jpg,8,1002.5,1020.0
108,frame_000410.jpg,270.0,59,268.0,271.0,"то есть они к вам всю систему попали, например,",108,True,frame_000410.jpg,2,1022.5,1025.0
109,frame_000412.jpg,272.5,60,271.0,274.0,"там зашли в нерабочие часы, к примеру,",109,True,frame_000412.jpg,9,1027.5,1047.5
110,frame_000421.jpg,275.0,61,274.0,278.0,"те леды, которые еще не были реализованы никуда.",110,True,frame_000421.jpg,9,1050.0,1070.0
111,frame_000430.jpg,277.5,61,274.0,278.0,"те леды, которые еще не были реализованы никуда.",111,True,frame_000430.jpg,1,1072.5,1072.5
112,frame_000431.jpg,280.0,62,278.0,281.0,"Отказов, валидов и невалидов.",112,True,frame_000431.jpg,5,1075.0,1085.0
113,frame_000436.jpg,282.5,63,281.0,285.0,"У нас здесь есть, видите, дешборд со статус-группами.",113,True,frame_000436.jpg,1,1087.5,1087.5
114,frame_000437.jpg,285.0,63,281.0,285.0,"У нас здесь есть, видите, дешборд со статус-группами.",114,True,frame_000437.jpg,5,1090.0,1100.0
115,frame_000442.jpg,287.5,64,285.0,288.0,"Может возникнуть вопрос, что такое статус-группы,",115,True,frame_000442.jpg,8,1102.5,1120.0
116,frame_000450.jpg,290.0,65,288.0,291.0,"почему не статусы, почему статус-группы.",116,True,frame_000450.jpg,2,1122.5,1125.0
117,frame_000452.jpg,292.5,66,291.0,294.0,"Статус-группы нужны для того, чтобы собирать кол-статусы брендов.",117,True,frame_000452.jpg,1,1127.5,1127.5
118,frame_000453.jpg,295.0,67,294.0,297.0,"То есть если я зайду, например, в статус-группу Callback",118,True,frame_000453.jpg,8,1130.0,1147.5
119,frame_000461.jpg,297.5,68,297.0,300.0,"и открою статусы, которые в ней находятся,",119,True,frame_000461.jpg,3,1150.0,1155.0
120,frame_000464.jpg,300.0,68,297.0,300.0,"и открою статусы, которые в ней находятся,",120,True,frame_000464.jpg,4,1157.5,1165.0
121,frame_000468.jpg,302.5,69,300.0,303.0,"то вы увидите, что здесь статусы самые разнообразные,",121,True,frame_000468.jpg,3,1167.5,1172.5
122,frame_000471.jpg,305.0,70,303.0,306.0,"они по-разному написаны в разных регистрах,",122,True,frame_000471.jpg,2,1175.0,1177.5
123,frame_000473.jpg,307.5,71,306.0,309.0,"но они все означают одно и то же, это все Callback.",123,True,frame_000473.jpg,1,1180.0,1180.0
124,frame_000474.jpg,310.0,72,309.0,312.0,В статус-группах брендов называется по-разному.,124,True,frame_000474.jpg,1,1182.5,1182.5
125,frame_000475.jpg,312.5,73,312.0,315.0,Поэтому мы их собираем в единую статус-группу Callback.,125,True,frame_000475.jpg,4,1185.0,1192.5
126,frame_000479.jpg,315.0,73,312.0,315.0,Поэтому мы их собираем в единую статус-группу Callback.,126,True,frame_000479.jpg,4,1195.0,1202.5
127,frame_000483.jpg,317.5,74,315.0,318.0,То же самое будет абсолютно по всем остальным статусам.,127,True,frame_000483.jpg,1,1205.0,1205.0
128,frame_000484.jpg,320.0,75,318.0,321.0,"То есть статус-группы нужны для того, чтобы это все мэршить.",128,True,frame_000484.jpg,1,1207.5,1207.5
129,frame_000485.jpg,322.5,76,321.0,325.0,"Дальше статус-группы вы можете выбрать валидными или невалидными,",129,True,frame_000485.jpg,1,1210.0,1210.0
130,frame_000486.jpg,325.0,76,321.0,325.0,"Дальше статус-группы вы можете выбрать валидными или невалидными,",130,True,frame_000486.jpg,5,1212.5,1222.5
131,frame_000491.jpg,327.5,77,325.0,329.0,"для того, чтобы как раз-таки оценивать метрики на дешборде не только.",131,True,frame_000491.jpg,2,1225.0,1227.5
132,frame_000493.jpg,330.0,78,329.0,333.0,"У нас есть функция, которая относится к нашему антифрод-сервису,",132,True,frame_000493.jpg,4,1230.0,1237.5
133,frame_000497.jpg,332.5,78,329.0,333.0,"У нас есть функция, которая относится к нашему антифрод-сервису,",133,True,frame_000497.jpg,1,1240.0,1240.0
134,frame_000498.jpg,335.0,79,333.0,336.0,называется Shave Detector.,134,True,frame_000498.jpg,1,1242.5,1242.5
135,frame_000499.jpg,337.5,80,336.0,343.0,"Шейвом я уверен, вы сталкивались, как наша система помогает шейвам.",135,True,frame_000499.jpg,1,1245.0,1245.0
136,frame_000500.jpg,340.0,80,336.0,343.0,"Шейвом я уверен, вы сталкивались, как наша система помогает шейвам.",136,True,frame_000500.jpg,1,1247.5,1247.5
137,frame_000501.jpg,342.5,80,336.0,343.0,"Шейвом я уверен, вы сталкивались, как наша система помогает шейвам.",137,True,frame_000501.jpg,10,1250.0,1272.5
138,frame_000511.jpg,345.0,81,343.0,348.0,"Она вам присылает оповещение и показывает аномалию на леде,",138,True,frame_000511.jpg,3,1275.0,1280.0
139,frame_000514.jpg,347.5,81,343.0,348.0,"Она вам присылает оповещение и показывает аномалию на леде,",139,True,frame_000514.jpg,1,1282.5,1282.5
140,frame_000515.jpg,350.0,82,348.0,352.0,"если бренд сменил статус с валидного, она невалидный.",140,True,frame_000515.jpg,2,1285.0,1287.5
141,frame_000517.jpg,352.5,83,352.0,355.0,"То есть, например, он поставил леду Callback,",141,True,frame_000517.jpg,2,1290.0,1292.5
142,frame_000519.jpg,355.0,83,352.0,355.0,"То есть, например, он поставил леду Callback,",142,True,frame_000519.jpg,1,1295.0,1295.0
143,frame_000520.jpg,357.5,85,357.0,362.0,"Это аномальная ситуация, такого быть не может, поэтому система у вас его повестит.",143,True,frame_000520.jpg,20,1297.5,1345.0
144,frame_000540.jpg,360.0,85,357.0,362.0,"Это аномальная ситуация, такого быть не может, поэтому система у вас его повестит.",144,True,frame_000540.jpg,1,1347.5,1347.5
145,frame_000541.jpg,362.5,86,362.0,365.0,"И вы можете настроить оповещение, как в Telegram bot,",145,True,frame_000541.jpg,8,1350.0,1367.5
146,frame_000549.jpg,365.0,86,362.0,365.0,"И вы можете настроить оповещение, как в Telegram bot,",146,True,frame_000549.jpg,1,1370.0,1370.0
147,frame_000550.jpg,367.5,87,365.0,371.0,так же вы можете видеть таких ледов в системе с аномалией и просто смены статуса.,147,True,frame_000550.jpg,5,1372.5,1382.5
148,frame_000555.jpg,370.0,87,365.0,371.0,так же вы можете видеть таких ледов в системе с аномалией и просто смены статуса.,148,True,frame_000555.jpg,1,1385.0,1385.0
149,frame_000556.jpg,372.5,88,371.0,375.0,Следующий момент на статус-группах — это оценка качества.,149,True,frame_000556.jpg,2,1387.5,1390.0
150,frame_000558.jpg,375.0,88,371.0,375.0,Следующий момент на статус-группах — это оценка качества.,150,True,frame_000558.jpg,4,1392.5,1400.0
151,frame_000562.jpg,377.5,90,377.0,379.0,"Это не обязательно, но очень помогает в работе.",151,True,frame_000562.jpg,1,1402.5,1402.5
152,frame_000563.jpg,380.0,91,379.0,382.0,"Оценка от нуля, где 0 — это самый плохой трафик,",152,True,frame_000563.jpg,7,1405.0,1420.0
153,frame_000570.jpg,382.5,92,382.0,385.0,"и 10, где это самый хороший трафик, например, депозит.",153,True,frame_000570.jpg,1,1422.5,1422.5
154,frame_000571.jpg,385.0,92,382.0,385.0,"и 10, где это самый хороший трафик, например, депозит.",154,True,frame_000571.jpg,2,1425.0,1427.5
155,frame_000573.jpg,387.5,93,385.0,388.0,"Если мы с вами вернемся на дешборд, опять же,",155,True,frame_000573.jpg,2,1430.0,1432.5
156,frame_000575.jpg,390.0,94,388.0,391.0,"мы обсудили, как валиды и невалиды рассчитываются,",156,True,frame_000575.jpg,2,1435.0,1437.5
157,frame_000577.jpg,392.5,95,391.0,395.0,"мы обсудили, что такое статус-группы, видим по ним метрики,",157,True,frame_000577.jpg,1,1440.0,1440.0
158,frame_000578.jpg,395.0,95,391.0,395.0,"мы обсудили, что такое статус-группы, видим по ним метрики,",158,True,frame_000578.jpg,2,1442.5,1445.0
159,frame_000580.jpg,397.5,97,397.0,403.0,"видим разбивку по временной шкале, которую можно настроить по годам, месяцам, неделям, дням и часам.",159,True,frame_000580.jpg,13,1447.5,1477.5
160,frame_000593.jpg,400.0,97,397.0,403.0,"видим разбивку по временной шкале, которую можно настроить по годам, месяцам, неделям, дням и часам.",160,True,frame_000593.jpg,5,1480.0,1490.0
161,frame_000598.jpg,402.5,97,397.0,403.0,"видим разбивку по временной шкале, которую можно настроить по годам, месяцам, неделям, дням и часам.",161,True,frame_000598.jpg,7,1492.5,1507.5
162,frame_000605.jpg,405.0,98,403.0,406.0,"Также здесь можно выбрать, если вы хотите видеть не все,",162,True,frame_000605.jpg,1,1510.0,1510.0
163,frame_000606.jpg,407.5,99,406.0,411.0,"а, например, вот только динамику депозитов из этого среза за определенное время.",163,True,frame_000606.jpg,13,1512.5,1542.5
164,frame_000619.jpg,410.0,99,406.0,411.0,"а, например, вот только динамику депозитов из этого среза за определенное время.",164,True,frame_000619.jpg,2,1545.0,1547.5
165,frame_000621.jpg,412.5,100,411.0,414.0,Теперь давайте перейдем к афилейтам.,165,True,frame_000621.jpg,1,1550.0,1550.0
166,frame_000622.jpg,415.0,101,414.0,418.0,Афилейты в нашей системе — это поставщики трафика.,166,True,frame_000622.jpg,7,1552.5,1567.5
167,frame_000629.jpg,417.5,101,414.0,418.0,Афилейты в нашей системе — это поставщики трафика.,167,True,frame_000629.jpg,4,1570.0,1577.5
168,frame_000633.jpg,420.0,102,418.0,421.0,"Это могут быть в случае, если вы — «нетворк»,",168,True,frame_000633.jpg,31,1580.0,1655.0
169,frame_000664.jpg,422.5,103,421.0,425.0,"ваши сторонние поставщики, так и внутренние поставщики, да?",169,True,frame_000664.jpg,1,1657.5,1657.5
170,frame_000665.jpg,425.0,103,421.0,425.0,"ваши сторонние поставщики, так и внутренние поставщики, да?",170,True,frame_000665.jpg,2,1660.0,1662.5
171,frame_000667.jpg,427.5,104,425.0,431.0,"То есть в любом случае, это тот, кто нам систему трафик отправляет.",171,True,frame_000667.jpg,3,1665.0,1670.0
172,frame_000670.jpg,430.0,104,425.0,431.0,"То есть в любом случае, это тот, кто нам систему трафик отправляет.",172,True,frame_000670.jpg,17,1672.5,1712.5
173,frame_000687.jpg,432.5,105,431.0,435.0,"По ним, по ним, а вот этих базовых метрик, есть две интересные метрики.",173,True,frame_000687.jpg,8,1715.0,1732.5
174,frame_000695.jpg,435.0,105,431.0,435.0,"По ним, по ним, а вот этих базовых метрик, есть две интересные метрики.",174,True,frame_000695.jpg,20,1735.0,1782.5
175,frame_000715.jpg,437.5,106,435.0,438.0,"Первое — это процент качества трафика,",175,True,frame_000715.jpg,104,1785.0,2042.5
176,frame_000819.jpg,440.0,107,438.0,442.0,"который рассчитывается на основе выставленных оценок в этих статус-группах,",176,True,frame_000819.jpg,13,2045.0,2075.0
177,frame_000832.jpg,442.5,108,442.0,444.0,"и вы, зайдя сюда, сразу можете увидеть,",177,True,frame_000832.jpg,1,2077.5,2077.5
178,frame_000833.jpg,445.0,109,444.0,447.0,"кто из ваших поставщиков вам большего качества,",178,True,frame_000833.jpg,23,2080.0,2135.0
179,frame_000856.jpg,447.5,110,447.0,450.0,"или трофейка, кто меньшего, да, у кого-то там условно-воспех,",179,True,frame_000856.jpg,1,2137.5,2137.5
180,frame_000857.jpg,450.0,110,447.0,450.0,"или трофейка, кто меньшего, да, у кого-то там условно-воспех,",180,True,frame_000857.jpg,1,2140.0,2140.0
181,frame_000858.jpg,452.5,112,451.0,454.0,"Сразу будет понятно, на кого обратить внимание.",181,True,frame_000858.jpg,2,2142.5,2145.0
182,frame_000860.jpg,455.0,113,454.0,457.0,"И метрика, которая называется «Средний балл фродо»,",182,True,frame_000860.jpg,1,2147.5,2147.5
183,frame_000861.jpg,457.5,114,457.0,463.0,она как раз-таки тоже показывает средний балл по аналитике фродо.,183,True,frame_000861.jpg,4,2150.0,2157.5
184,frame_000865.jpg,460.0,114,457.0,463.0,она как раз-таки тоже показывает средний балл по аналитике фродо.,184,True,frame_000865.jpg,1,2160.0,2160.0
185,frame_000866.jpg,462.5,114,457.0,463.0,она как раз-таки тоже показывает средний балл по аналитике фродо.,185,True,frame_000866.jpg,2,2162.5,2165.0
186,frame_000868.jpg,465.0,115,463.0,467.0,"Дальше — бренды — это те, кому вы продаете трафик.",186,True,frame_000868.jpg,1,2167.5,2167.5
187,frame_000869.jpg,467.5,116,467.0,470.0,"По ним, по ним, об базовых метрике, есть метрика,",187,True,frame_000869.jpg,1,2170.0,2170.0
188,frame_000870.jpg,470.0,116,467.0,470.0,"По ним, по ним, об базовых метрике, есть метрика,",188,True,frame_000870.jpg,1,2172.5,2172.5
189,frame_000871.jpg,472.5,117,470.0,473.0,которая называется «Средний рейтинг шейва».,189,True,frame_000871.jpg,3,2175.0,2180.0
190,frame_000874.jpg,475.0,119,474.0,478.0,"Потому что, если бренд за шейвел статус один раз в месяц,",190,True,frame_000874.jpg,7,2182.5,2197.5
191,frame_000881.jpg,477.5,119,474.0,478.0,"Потому что, если бренд за шейвел статус один раз в месяц,",191,True,frame_000881.jpg,15,2200.0,2235.0
